ProteinName	SampleID	Condition	NormIntensity	Ibaq	IbaqNorm	IbaqLog	IbaqPpb	MolecularWeight	TPA	CopyNumber	Moles[nmol]	Weight[ng]	Concentration[nM]
O43768	PXD000396-Sample-1	HeLa	1968024884	49200622.1	0.002091115	7.320377904	209111.4936	13380.75089	147078.8074	5.85E+17	971.953283	13005464.76	795.7610032
O43776	PXD000396-Sample-1	HeLa	1953114462	4438896.505	0.000188661	6.275682329	18866.10857	62902.51713	31049.86177	1.24E+17	205.1894193	12906930.96	167.9934015
O43808	PXD000396-Sample-1	HeLa	66106308	2542550.308	0.000108063	6.033676865	10806.29613	34544.79889	1913.639972	7.61564E+15	12.64606836	436855.8884	10.35363348
O43809	PXD000396-Sample-1	HeLa	989715861	6921089.937	0.000294159	6.468581803	29415.87713	26210.73988	37759.93602	1.50E+17	249.5321687	6540422.765	204.2978529
O43813	PXD000396-Sample-1	HeLa	833000824	4454549.861	0.000189326	6.277211134	18932.63815	45253.57369	18407.40424	7.33E+16	121.6432013	5504789.574	99.5921487
O43818	PXD000396-Sample-1	HeLa	195249591	813539.9625	3.46E-05	5.538786201	3457.691172	51808.51489	3768.677628	1.50E+16	24.9048701	1290284.333	20.39020265
O43823	PXD000396-Sample-1	HeLa	89148202.5	928627.1094	3.95E-05	5.596248668	3946.832246	76061.081	1172.060682	4.66441E+15	7.745427421	589125.5825	6.341363523
O43837	PXD000396-Sample-1	HeLa	343189368	1815816.762	7.72E-05	5.887479331	7717.547848	42156.61854	8140.818212	3.24E+16	53.79765533	2267927.234	44.04540518
O43847	PXD000396-Sample-1	HeLa	527418373.1	781360.5527	3.32E-05	5.521258792	3320.922892	131617.5334	4007.204506	1.59E+16	26.48114738	3485383.3	21.68073792
O43852	PXD000396-Sample-1	HeLa	2362366978	10546281.15	0.000448236	6.651506655	44823.59185	37083.54303	63703.91782	2.54E+17	420.9799709	15611428.87	344.6661993
O43865	PXD000396-Sample-1	HeLa	1271802730	11355381.52	0.000482624	6.68360904	48262.41394	58913.44245	21587.64922	8.59E+16	142.6594824	8404561.204	116.7986721
O60216	PXD000396-Sample-1	HeLa	114011836	1461690.205	6.21E-05	5.793262647	6212.446285	71644.65614	1591.35157	6.33304E+15	10.51626274	753434.0279	8.60991154
O60220	PXD000396-Sample-1	HeLa	100915948	8409662.333	0.000357426	6.553185868	35742.57756	10991.29595	9181.44216	3.65E+16	60.67449829	666891.3672	49.67563819
O60231	PXD000396-Sample-1	HeLa	47102206.9	230893.1711	9.81E-06	4.991818398	981.3375077	119189.2605	395.1883476	1.57272E+15	2.611556475	311269.4849	2.138142683
O60232	PXD000396-Sample-1	HeLa	176476682	4902130.056	0.000208349	6.318792139	20834.93448	21460.68641	8223.254308	3.27E+16	54.34242472	1166225.736	44.4914207
O60256	PXD000396-Sample-1	HeLa	90995515	1318775.58	5.61E-05	5.748578207	5605.033421	40899.3563	2224.864234	8.85421E+15	14.70275789	601333.3334	12.03749354
O60264	PXD000396-Sample-1	HeLa	89036646	397485.0268	1.69E-05	5.227728083	1689.382859	121828.3614	730.8367687	2.90848E+15	4.829650234	588388.3742	3.95414819
O60271	PXD000396-Sample-1	HeLa	88020198	262746.8597	1.12E-05	5.047944844	1116.721414	146114.9911	602.4036091	2.39736E+15	3.980914557	581671.2952	3.259268338
O60287	PXD000396-Sample-1	HeLa	7031028.5	64504.84862	2.74E-06	4.43799967	274.1572091	254227.1585	27.65648069	1.10063E+14	0.182764653	46463.73841	0.149633718
O60306	PXD000396-Sample-1	HeLa	95949231	246023.6692	1.05E-05	5.019384201	1045.644846	171186.4552	560.4954603	2.23058E+15	3.703969404	634069.3925	3.032526831
O60313	PXD000396-Sample-1	HeLa	151124478	392531.1117	1.67E-05	5.222281394	1668.327829	111560.8136	1354.637647	5.391E+15	8.95196617	998688.6289	7.329185162
O60341	PXD000396-Sample-1	HeLa	154785998	597629.3359	2.54E-05	5.404839218	2540.032173	92844.66615	1667.150138	6.63469E+15	11.01716881	1022885.36	9.020015117
O60443	PXD000396-Sample-1	HeLa	199116934	1137811.051	4.84E-05	5.684477458	4835.901626	54520.35157	3652.157924	1.45E+16	24.13486311	1315841.222	19.75977983
O60488	PXD000396-Sample-1	HeLa	895977674	1386962.344	5.89E-05	5.77047198	5894.839433	79136.7407	11321.89254	4.51E+16	74.81941698	5920964.801	61.25641567
O60493	PXD000396-Sample-1	HeLa	285102140	6335603.111	0.000269275	6.430195273	26927.4528	18750.75759	15204.83312	6.05E+16	100.4793806	1884064.508	82.26483112
O60502	PXD000396-Sample-1	HeLa	102392956	741977.942	3.15E-05	5.498798304	3153.539713	102848.8425	995.5674122	3.96202E+15	6.579092064	676652.0037	5.386457346
O60506	PXD000396-Sample-1	HeLa	2711509768	5295917.516	0.000225086	6.352348522	22508.60202	69559.59777	38981.10189	1.55E+17	257.602102	17918698.6	210.9048971
O60547	PXD000396-Sample-1	HeLa	43042016	827731.0769	3.52E-05	5.546296571	3518.00596	41923.24963	1026.68606	4.08586E+15	6.784736051	284438.1831	5.554822912
O60563	PXD000396-Sample-1	HeLa	5220430.5	200785.7885	8.53E-06	4.93114028	853.3757162	80634.49225	64.7419033	2.57651E+14	0.427839378	34498.611	0.350282157
O60566	PXD000396-Sample-1	HeLa	22522726.5	197567.7763	8.40E-06	4.924123422	839.6985857	119469.9994	188.5220274	7.50254E+14	1.245826008	148838.8324	1.019987042
O60568	PXD000396-Sample-1	HeLa	425182929	723100.2194	3.07E-05	5.487605803	3073.305996	84731.47374	5018.004648	2.00E+16	33.16090317	2809772.196	27.14961103
O60610	PXD000396-Sample-1	HeLa	478043299	593105.83	2.52E-05	5.401539503	2520.806459	141257.5435	3384.196603	1.35E+16	22.36407173	3159093.836	18.3099913
O60613	PXD000396-Sample-1	HeLa	33074007.8	1837444.878	7.81E-05	5.892621629	7809.471231	18081.08964	1829.204349	7.27962E+15	12.08808531	218565.7541	9.896799633
O60664	PXD000396-Sample-1	HeLa	2826124746	6038728.09	0.000256657	6.409352785	25665.68056	47045.94611	60071.58915	2.39E+17	396.9761471	18676118.42	325.0137044
O60678	PXD000396-Sample-1	HeLa	200104299	1740037.383	7.40E-05	5.868965889	7395.471856	59864.7861	3342.604426	1.33E+16	22.08921464	1322366.109	18.08495933
O60684	PXD000396-Sample-1	HeLa	339398982	2571204.409	0.000109281	6.038543914	10928.08122	59991.45613	5657.455309	2.25E+16	37.38663889	2242878.907	30.60932021
O60701	PXD000396-Sample-1	HeLa	851888986	1855967.29	7.89E-05	5.896977628	7888.194813	54989.24805	15491.91917	6.17E+16	102.3765555	5629609.807	83.81809286
O60716	PXD000396-Sample-1	HeLa	210527748	548249.3438	2.33E-05	5.36738543	2330.158324	108103.3775	1947.466886	7.75026E+15	12.86960961	1391248.266	10.53665195
O60749	PXD000396-Sample-1	HeLa	556298816	1945100.755	8.27E-05	5.917349412	8267.028074	58434.6586	9520.014822	3.79E+16	62.91191656	3676236.366	51.50746513
O60762	PXD000396-Sample-1	HeLa	256511858	2442970.076	0.000103831	6.016325457	10383.06224	29615.78307	8661.322828	3.45E+16	57.23734986	1695128.937	46.86156397
O60763	PXD000396-Sample-1	HeLa	392542382	870382.2217	3.70E-05	5.568117322	3699.280998	107828.0558	3640.447555	1.45E+16	24.05747649	2594070.917	19.69642159
O60828	PXD000396-Sample-1	HeLa	500510990	7944618.889	0.000337661	6.528480378	33766.05927	30454.00008	16434.98354	6.54E+16	108.6086873	3307568.972	88.92048567
O60830	PXD000396-Sample-1	HeLa	11513973	1279330.333	5.44E-05	5.735390007	5437.384029	18261.34131	630.5108045	2.50922E+15	4.166657706	76088.75849	3.411340621
O60832	PXD000396-Sample-1	HeLa	744702930	2139950.948	9.10E-05	5.958811129	9095.176442	57637.78573	12920.39451	5.14E+16	85.3829323	4921283.157	69.905014
O60841	PXD000396-Sample-1	HeLa	1941883138	1464466.921	6.22E-05	5.794086876	6224.247828	138741.6619	13996.39525	5.57E+16	92.49355876	12832710.05	75.72665106
O60869	PXD000396-Sample-1	HeLa	482292889.2	8038214.82	0.000341639	6.533566918	34163.85881	16358.87889	29482.02579	1.17E+17	194.8285566	3187176.761	159.5107196
O60884	PXD000396-Sample-1	HeLa	985115858	3283719.527	0.000139564	6.144773365	13956.39863	45716.59079	21548.32285	8.58E+16	142.3995986	6510024.177	116.5858991
O60888	PXD000396-Sample-1	HeLa	453718720	37809893.33	0.001606988	7.206012762	160698.8475	19104.11253	23749.7931	9.45E+16	156.94776	2998347.669	128.4968209
O60925	PXD000396-Sample-1	HeLa	147373877	4605433.656	0.000195739	6.29167784	19573.92142	14201.50828	10377.33979	4.13E+16	68.57744945	973903.2161	56.14597011
O60936	PXD000396-Sample-1	HeLa	67761892	3226756.762	0.000137143	6.137173539	13714.29663	22615.66372	2996.237158	1.19E+16	19.80028662	447796.6238	16.21096015
O75027	PXD000396-Sample-1	HeLa	27253046	439565.2581	1.87E-05	5.27143067	1868.231411	82589.2303	329.9830486	1.31322E+15	2.1806548	180098.6015	1.785353352
O75083	PXD000396-Sample-1	HeLa	1344786440	2283168.829	9.70E-05	5.986945336	9703.878194	66151.86977	20328.77445	8.09E+16	134.3403541	8886865.607	109.9876062
O75116	PXD000396-Sample-1	HeLa	108461553	196133.0072	8.34E-06	4.920957997	833.6005591	160798.8255	674.5170722	2.68435E+15	4.457468035	716755.6248	3.649433874
O75127	PXD000396-Sample-1	HeLa	223403423	2190229.637	9.31E-05	5.968896961	9308.869914	78805.77591	2834.861029	1.13E+16	18.73385114	1476335.675	15.33784436
O75131	PXD000396-Sample-1	HeLa	862830061	2552751.66	0.000108497	6.035415877	10849.65372	60092.12737	14358.45424	5.71E+16	94.88618368	5701912.635	77.68554933
O75150	PXD000396-Sample-1	HeLa	6777598.5	138318.3367	5.88E-06	4.769287068	587.8778104	113608.6282	59.65742747	2.37416E+14	0.394239208	44788.97557	0.322772908
O75153	PXD000396-Sample-1	HeLa	1362947519	858820.1128	3.65E-05	5.562309517	3650.139955	146577.161	9298.498552	3.70E+16	61.44805191	9006880.997	50.30896473
O75165	PXD000396-Sample-1	HeLa	9100845	82734.95455	3.52E-06	4.546096343	351.6384383	254252.4397	35.79452378	1.4245E+14	0.236543969	60141.88129	0.193664109
O75208	PXD000396-Sample-1	HeLa	24110664	2009222	8.54E-05	5.931435235	8539.554898	35486.6068	679.4299645	2.7039E+15	4.489934316	159332.5336	3.676014781
O75223	PXD000396-Sample-1	HeLa	538220075	4140154.423	0.000175964	6.24542385	17596.40099	20994.33329	25636.44521	1.02E+17	169.4154822	3556765.098	138.7044382
O75306	PXD000396-Sample-1	HeLa	201083452	2010834.52	8.55E-05	5.931783642	8546.408398	52511.7239	3829.305859	1.52E+16	25.30552475	1328836.729	20.71822804
O75323	PXD000396-Sample-1	HeLa	35372496	2358166.4	0.000100226	6.000981757	10022.63136	33721.21702	1048.968546	4.17454E+15	6.931987281	233755.0475	5.675380956
O75340	PXD000396-Sample-1	HeLa	1462340424	20310283.67	0.000863224	6.936123299	86322.35878	21854.7855	66911.68047	2.66E+17	442.1780992	9663707.511	362.0216053
O75347	PXD000396-Sample-1	HeLa	1746717420	41588510	0.001767586	7.247380671	176758.648	12846.711	135966.1177	5.41E+17	898.5163586	11542979.99	735.6364667
O75348	PXD000396-Sample-1	HeLa	55606637.5	3089257.639	0.000131299	6.118261439	13129.90063	13749.08311	4044.388781	1.61E+16	26.72687536	367470.0307	21.8819212
O75351	PXD000396-Sample-1	HeLa	78504564	1046727.52	4.45E-05	5.648240953	4448.780234	49271.48933	1593.30609	6.34082E+15	10.52917896	518788.3288	8.620486353
O75352	PXD000396-Sample-1	HeLa	158871510	19858938.75	0.000844041	6.926363346	84404.0617	26620.48895	5968.016227	2.38E+16	39.43894478	1049883.994	32.28959129
O75368	PXD000396-Sample-1	HeLa	75557460.5	2698480.732	0.00011469	6.059526631	11469.02849	12766.37837	5918.472594	2.36E+16	39.11154142	499312.7363	32.02153846
O75369	PXD000396-Sample-1	HeLa	4242675312	411191.6371	1.75E-05	5.242451583	1747.638419	277990.0594	15261.96771	6.07E+16	100.856948	28037228.95	82.57395441
O75380	PXD000396-Sample-1	HeLa	31747546	1984221.625	8.43E-05	5.925997488	8433.298807	13702.82282	2316.861746	9.22033E+15	15.3107128	209799.9848	12.53524052
O75390	PXD000396-Sample-1	HeLa	3027423824	9958631	0.00042326	6.626606951	42325.973	51679.51376	58580.73352	2.33E+17	387.1240001	20006380.09	316.9475201
O75391	PXD000396-Sample-1	HeLa	128476092	3893214.909	0.000165469	6.218715688	16546.86363	26018.23695	4937.924589	1.97E+16	32.63170337	849019.3903	26.71634271
O75396	PXD000396-Sample-1	HeLa	1137502390	10532429.54	0.000447647	6.650935872	44764.71999	24724.75032	46006.62799	1.83E+17	304.0294785	7517052.944	248.9160817
O75400	PXD000396-Sample-1	HeLa	737669118	2410683.392	0.000102458	6.010547486	10245.83802	108736.5762	6784.001703	2.70E+16	44.8312904	4874801.024	36.70443142
O75436	PXD000396-Sample-1	HeLa	645113668	3583964.822	0.000152325	6.182771048	15232.49514	38145.74556	16911.81175	6.73E+16	111.7597514	4263159.04	91.5003359
O75439	PXD000396-Sample-1	HeLa	202713177	1299443.442	5.52E-05	5.742164692	5522.86836	54331.4956	3731.043565	1.48E+16	24.65616974	1339606.578	20.18658583
O75459	PXD000396-Sample-1	HeLa	756948876	37847443.8	0.001608584	7.206443863	160858.4437	16140.41172	46897.74271	1.87E+17	309.918307	5002209.074	253.737404
O75475	PXD000396-Sample-1	HeLa	315302897	1359064.211	5.78E-05	5.761647286	5776.267352	60066.67999	5249.214657	2.09E+16	34.68882777	2083642.717	28.40055882
O75477	PXD000396-Sample-1	HeLa	35016543	875413.575	3.72E-05	5.570620587	3720.665154	39146.43237	894.5015135	3.55981E+15	5.911209765	231402.7733	4.839646406
O75489	PXD000396-Sample-1	HeLa	362255880	2663646.176	0.00011321	6.053883845	11320.97536	30222.71256	11986.21332	4.77E+16	79.20950404	2393926.073	64.85068315
O75494	PXD000396-Sample-1	HeLa	323941014	10798033.8	0.000458936	6.661751993	45893.58589	31281.8417	10355.56081	4.12E+16	68.43352557	2140726.714	56.02813623
O75496	PXD000396-Sample-1	HeLa	48763918	3483137	0.00014804	6.170377867	14803.95876	23550.68018	2070.594889	8.24027E+15	13.68328677	322250.7105	11.20282857
O75506	PXD000396-Sample-1	HeLa	125459164	8363944.267	0.000355483	6.55081844	35548.26755	8538.17484	14693.90899	5.85E+16	97.10299756	829082.3706	79.50050697
O75521	PXD000396-Sample-1	HeLa	704301104	4142947.671	0.000176083	6.245716758	17608.27279	43557.37615	16169.50253	6.43E+16	106.8542868	4654292.364	87.48411672
O75531	PXD000396-Sample-1	HeLa	1419987300	56799492	0.002414081	7.382751761	241408.0575	10052.02359	141263.8249	5.62E+17	933.5256435	9383821.791	764.2993912
O75533	PXD000396-Sample-1	HeLa	3646412974	1471514.517	6.25E-05	5.796171861	6254.201378	145738.094	25020.31468	9.96E+16	165.3438549	24096898.27	135.3709012
O75534	PXD000396-Sample-1	HeLa	2737028441	2036479.494	8.66E-05	5.937287351	8655.404152	88828.87244	30812.37401	1.23E+17	203.6200089	18087335.8	166.7084883
O75607	PXD000396-Sample-1	HeLa	251122756	7847586.125	0.000333537	6.523143401	33353.65257	19331.40132	12990.40622	5.17E+16	85.84559662	1659515.68	70.28380816
O75608	PXD000396-Sample-1	HeLa	150129494	3412033.955	0.000145018	6.161420654	14501.75803	24653.49464	6089.582682	2.42E+16	40.24230264	992113.3923	32.94731926
O75643	PXD000396-Sample-1	HeLa	4944964618	527237.9377	2.24E-05	5.350413963	2240.856069	244352.6189	20237.00274	8.05E+16	133.7338913	32678226.58	109.4910809
O75663	PXD000396-Sample-1	HeLa	84644288	1322567	5.62E-05	5.749824992	5621.147639	31423.71408	2693.643653	1.07E+16	17.80063245	559361.9846	14.57379627
O75691	PXD000396-Sample-1	HeLa	30643709	74018.62077	3.15E-06	4.497748298	314.592452	318182.1195	96.3087085	3.83276E+14	0.636444958	202505.4057	0.52107245
O75694	PXD000396-Sample-1	HeLa	2225449536	1123964.412	4.78E-05	5.67915987	4777.050918	155100.2699	14348.45689	5.71E+16	94.82011734	14706625.79	77.63145927
O75717	PXD000396-Sample-1	HeLa	6910818.5	125651.2455	5.34E-06	4.727574108	534.040394	125888.2026	54.89647445	2.18469E+14	0.362777	45669.34453	0.297014059
O75718	PXD000396-Sample-1	HeLa	354448650	1476869.375	6.28E-05	5.797749395	6276.960487	46531.93773	7617.319787	3.03E+16	50.33817655	2342332.897	41.21304858
O75787	PXD000396-Sample-1	HeLa	71232076	1582935.022	6.73E-05	5.827870398	6727.758566	38983.32424	1827.244787	7.27182E+15	12.07513578	470728.9332	9.886197545
O75794	PXD000396-Sample-1	HeLa	372028948	2906476.156	0.00012353	6.091774074	12353.04645	39110.15123	9512.33724	3.79E+16	62.86118015	2458510.262	51.46592604
O75818	PXD000396-Sample-1	HeLa	38398110	1010476.579	4.29E-05	5.632933562	4294.707214	41806.95571	918.4622356	3.65517E+15	6.069551425	253749.4676	4.969284445
O75821	PXD000396-Sample-1	HeLa	1451670406	7762943.348	0.000329939	6.518433727	32993.90554	35588.92047	40789.95336	1.62E+17	269.5556877	9593195.931	220.6915787
O75822	PXD000396-Sample-1	HeLa	1179084808	5614689.562	0.000238634	6.377733059	23863.44055	29044.54349	40595.74249	1.62E+17	268.2722676	7791845.543	219.6408125
O75832	PXD000396-Sample-1	HeLa	456299286.5	6337490.09	0.000269355	6.430324603	26935.4728	24412.38179	18691.30552	7.44E+16	123.5193301	3015401.045	101.1281794
O75844	PXD000396-Sample-1	HeLa	656740806	3840589.509	0.000163232	6.212805201	16323.19622	54777.5324	11989.23678	4.77E+16	79.22948417	4339995.637	64.86704136
O75874	PXD000396-Sample-1	HeLa	1497661907	3328137.571	0.000141452	6.15060858	14145.18331	46629.51466	32118.32501	1.28E+17	212.250235	9897125.445	173.7742574
O75880	PXD000396-Sample-1	HeLa	174187830	3110496.964	0.000132202	6.121237092	13220.17158	33792.51339	5154.627831	2.05E+16	34.06376167	1151100.122	27.88880251
O75915	PXD000396-Sample-1	HeLa	298359392	12431641.33	0.000528367	6.722935782	52836.71174	21600.41387	13812.67016	5.50E+16	91.27943271	1971673.524	74.73261751
O75934	PXD000396-Sample-1	HeLa	431464412	4148696.269	0.000176327	6.246318951	17632.70537	26114.9983	16521.70937	6.58E+16	109.1818049	2851282.65	89.38971053
O75935	PXD000396-Sample-1	HeLa	20442732	1858430.182	7.90E-05	5.89755356	7898.662548	21106.24856	968.5630273	3.85455E+15	6.40063671	135093.4294	5.240351752
O75937	PXD000396-Sample-1	HeLa	272262652	3889466.457	0.000165309	6.21829734	16530.93204	29823.42487	9129.154454	3.63E+16	60.32896104	1799216.237	49.39273872
O75940	PXD000396-Sample-1	HeLa	119868032	4439556.741	0.000188689	6.275746921	18868.91469	26694.46111	4490.370925	1.79E+16	29.67409675	792134.0217	24.29488064
O75947	PXD000396-Sample-1	HeLa	1583744396	17597159.96	0.000747911	6.873849892	74791.095	18479.49561	85702.79351	3.41E+17	566.3569957	10465991.61	463.6897873
O75955	PXD000396-Sample-1	HeLa	346551542	1547105.098	6.58E-05	5.817927127	6575.474944	47325.61888	7322.704915	2.91E+16	48.39124825	2290145.772	39.61905261
O75964	PXD000396-Sample-1	HeLa	850326950	35430289.58	0.001505851	7.177782012	150585.1036	11421.24307	74451.3487	2.96E+17	492.0031244	5619287.273	402.8145248
O75976	PXD000396-Sample-1	HeLa	8425722	118672.1408	5.04E-06	4.702756087	504.3779441	152835.1525	55.12947685	2.19397E+14	0.36431677	55680.40905	0.298274704
O76003	PXD000396-Sample-1	HeLa	1373692782	6937842.333	0.000294871	6.469631736	29487.07782	37408.23328	36721.66957	1.46E+17	242.670905	9077889.824	198.680375
O76021	PXD000396-Sample-1	HeLa	2855325933	7634561.318	0.000324483	6.511191398	32448.25883	54938.93019	51972.72541	2.07E+17	343.455743	18869091.09	281.1952914
O76031	PXD000396-Sample-1	HeLa	129413773	647068.865	2.75E-05	5.439357813	2750.159064	69180.72998	1870.662149	7.4446E+15	12.36205439	855215.9467	10.12110456
O76070	PXD000396-Sample-1	HeLa	934205706	14596964.16	0.000620397	6.792669852	62039.72321	13322.77424	70120.95899	2.79E+17	463.386245	6173590.328	379.3852129
O76071	PXD000396-Sample-1	HeLa	331002804	2163417.02	9.19E-05	5.963547552	9194.911466	37815.81848	8753.024986	3.48E+16	57.84335296	2187393.736	47.35771295
O76094	PXD000396-Sample-1	HeLa	1823382743	2713367.176	0.000115323	6.061915877	11532.29855	74559.97161	24455.24996	9.73E+16	161.6096901	12049613.9	132.3136527
O94760	PXD000396-Sample-1	HeLa	135146870	1324969.314	5.63E-05	5.75061313	5631.357905	31101.93195	4345.288589	1.73E+16	28.71533692	893102.455	23.50992143
O94776	PXD000396-Sample-1	HeLa	793551378	1239924.028	5.27E-05	5.721802386	5269.900144	74975.73754	10584.10899	4.21E+16	69.94385979	5244092.474	57.26468237
O94826	PXD000396-Sample-1	HeLa	790320583	1372084.345	5.83E-05	5.765788119	5831.605264	67412.02514	11723.73299	4.67E+16	77.47493312	5222742.139	63.43054916
O94855	PXD000396-Sample-1	HeLa	28472474	790902.0556	3.36E-05	5.526530014	3361.475995	112936.4085	252.1106735	1.00332E+15	1.666044218	188157.0504	1.36402957
O94874	PXD000396-Sample-1	HeLa	144456070.6	392543.6701	1.67E-05	5.222295289	1668.381205	89539.75143	1613.317753	6.42046E+15	10.66142372	954621.2301	8.72875825
O94905	PXD000396-Sample-1	HeLa	61885398	982307.9048	4.17E-05	5.620654949	4174.985282	37815.45085	1636.510913	6.51276E+15	10.81469304	408962.493	8.854243439
O94906	PXD000396-Sample-1	HeLa	567204109	562702.4891	2.39E-05	5.378686146	2391.586792	106857.7955	5308.027424	2.11E+16	35.07748514	3748302.733	28.71876174
O94925	PXD000396-Sample-1	HeLa	254560842.5	935885.4504	3.98E-05	5.599630006	3977.681501	73413.90391	3467.474537	1.38E+16	22.91440432	1682235.877	18.76056153
O94966	PXD000396-Sample-1	HeLa	32027115	285956.3839	1.22E-05	5.084707107	1215.366067	145559.2313	220.0280581	8.75637E+14	1.454029967	211647.4842	1.190448518
O94973	PXD000396-Sample-1	HeLa	21187298	450793.5745	1.92E-05	5.282385027	1915.953775	103894.9872	203.9299351	8.11572E+14	1.347647383	140013.8076	1.103350595
